unique_detection_id,emotion,confidence,bbox
147012,happy,0.6564,"{""x1"": 752, ""y1"": 274, ""x2"": 876, ""y2"": 494}"
147013,neutral,0.6068,"{""x1"": 105, ""y1"": 434, ""x2"": 165, ""y2"": 746}"
147014,happy,0.8335,"{""x1"": 261, ""y1"": 81, ""x2"": 388, ""y2"": 427}"
147015,happy,0.6884,"{""x1"": 117, ""y1"": 320, ""x2"": 279, ""y2"": 565}"
147016,neutral,0.6594,"{""x1"": 629, ""y1"": 244, ""x2"": 751, ""y2"": 643}"
147017,happy,0.6045,"{""x1"": 302, ""y1"": 180, ""x2"": 471, ""y2"": 492}"
147018,sad,0.7348,"{""x1"": 170, ""y1"": 307, ""x2"": 299, ""y2"": 460}"
147019,neutral,0.8458,"{""x1"": 623, ""y1"": 481, ""x2"": 696, ""y2"": 636}"
147020,neutral,0.6762,"{""x1"": 231, ""y1"": 230, ""x2"": 380, ""y2"": 538}"
147021,happy,0.9489,"{""x1"": 389, ""y1"": 153, ""x2"": 511, ""y2"": 504}"
147022,sad,0.9225,"{""x1"": 295, ""y1"": 354, ""x2"": 469, ""y2"": 665}"
147023,happy,0.8255,"{""x1"": 65, ""y1"": 358, ""x2"": 175, ""y2"": 526}"
147024,neutral,0.6702,"{""x1"": 217, ""y1"": 132, ""x2"": 333, ""y2"": 282}"
147025,fear,0.7567,"{""x1"": 81, ""y1"": 86, ""x2"": 193, ""y2"": 379}"
147026,neutral,0.7796,"{""x1"": 583, ""y1"": 471, ""x2"": 763, ""y2"": 686}"
147027,happy,0.5612,"{""x1"": 168, ""y1"": 436, ""x2"": 228, ""y2"": 666}"
147028,happy,0.9237,"{""x1"": 173, ""y1"": 125, ""x2"": 242, ""y2"": 468}"
147029,neutral,0.6194,"{""x1"": 307, ""y1"": 437, ""x2"": 419, ""y2"": 689}"
147030,neutral,0.871,"{""x1"": 299, ""y1"": 218, ""x2"": 364, ""y2"": 421}"
147031,happy,0.9713,"{""x1"": 623, ""y1"": 289, ""x2"": 751, ""y2"": 511}"
147032,neutral,0.6814,"{""x1"": 622, ""y1"": 56, ""x2"": 711, ""y2"": 441}"
147033,angry,0.8654,"{""x1"": 372, ""y1"": 433, ""x2"": 530, ""y2"": 673}"
147034,happy,0.9408,"{""x1"": 682, ""y1"": 86, ""x2"": 757, ""y2"": 464}"
147035,neutral,0.8045,"{""x1"": 152, ""y1"": 349, ""x2"": 279, ""y2"": 501}"
147036,happy,0.7076,"{""x1"": 165, ""y1"": 345, ""x2"": 330, ""y2"": 521}"
147037,surprise,0.6836,"{""x1"": 594, ""y1"": 298, ""x2"": 764, ""y2"": 477}"
147038,disgust,0.7011,"{""x1"": 633, ""y1"": 249, ""x2"": 805, ""y2"": 598}"
147039,happy,0.7152,"{""x1"": 371, ""y1"": 235, ""x2"": 454, ""y2"": 564}"
147040,neutral,0.9113,"{""x1"": 565, ""y1"": 461, ""x2"": 711, ""y2"": 685}"
147041,neutral,0.654,"{""x1"": 522, ""y1"": 291, ""x2"": 593, ""y2"": 518}"
147042,happy,0.7548,"{""x1"": 661, ""y1"": 58, ""x2"": 824, ""y2"": 291}"
147043,happy,0.6593,"{""x1"": 209, ""y1"": 391, ""x2"": 376, ""y2"": 612}"
147044,neutral,0.6206,"{""x1"": 688, ""y1"": 394, ""x2"": 783, ""y2"": 745}"
147045,neutral,0.6001,"{""x1"": 408, ""y1"": 406, ""x2"": 562, ""y2"": 675}"
147046,neutral,0.5613,"{""x1"": 480, ""y1"": 239, ""x2"": 644, ""y2"": 622}"
147047,neutral,0.637,"{""x1"": 529, ""y1"": 398, ""x2"": 708, ""y2"": 560}"
147048,surprise,0.7844,"{""x1"": 296, ""y1"": 296, ""x2"": 406, ""y2"": 648}"
147049,neutral,0.7832,"{""x1"": 147, ""y1"": 232, ""x2"": 317, ""y2"": 584}"
147050,neutral,0.9012,"{""x1"": 139, ""y1"": 494, ""x2"": 278, ""y2"": 866}"
147051,disgust,0.8919,"{""x1"": 501, ""y1"": 220, ""x2"": 618, ""y2"": 374}"
147052,happy,0.7641,"{""x1"": 774, ""y1"": 307, ""x2"": 843, ""y2"": 633}"
147053,neutral,0.7147,"{""x1"": 70, ""y1"": 70, ""x2"": 145, ""y2"": 411}"
147054,surprise,0.9725,"{""x1"": 295, ""y1"": 340, ""x2"": 357, ""y2"": 543}"
147055,neutral,0.703,"{""x1"": 320, ""y1"": 176, ""x2"": 484, ""y2"": 423}"
147056,neutral,0.7335,"{""x1"": 150, ""y1"": 205, ""x2"": 233, ""y2"": 435}"
147057,happy,0.8767,"{""x1"": 593, ""y1"": 377, ""x2"": 658, ""y2"": 695}"
147058,sad,0.7294,"{""x1"": 584, ""y1"": 236, ""x2"": 700, ""y2"": 419}"
147059,neutral,0.9017,"{""x1"": 328, ""y1"": 58, ""x2"": 496, ""y2"": 335}"
147060,happy,0.9719,"{""x1"": 638, ""y1"": 95, ""x2"": 726, ""y2"": 430}"
147061,neutral,0.749,"{""x1"": 551, ""y1"": 118, ""x2"": 674, ""y2"": 378}"
147062,sad,0.5521,"{""x1"": 287, ""y1"": 458, ""x2"": 390, ""y2"": 847}"
147063,neutral,0.6794,"{""x1"": 360, ""y1"": 363, ""x2"": 427, ""y2"": 574}"
147064,neutral,0.7944,"{""x1"": 136, ""y1"": 184, ""x2"": 283, ""y2"": 443}"
147065,neutral,0.6028,"{""x1"": 299, ""y1"": 307, ""x2"": 465, ""y2"": 550}"
147066,happy,0.5876,"{""x1"": 198, ""y1"": 335, ""x2"": 335, ""y2"": 647}"
147067,happy,0.7339,"{""x1"": 117, ""y1"": 419, ""x2"": 211, ""y2"": 691}"
147068,neutral,0.5956,"{""x1"": 330, ""y1"": 250, ""x2"": 425, ""y2"": 448}"
147069,neutral,0.8139,"{""x1"": 135, ""y1"": 448, ""x2"": 308, ""y2"": 848}"
147070,neutral,0.6919,"{""x1"": 134, ""y1"": 401, ""x2"": 199, ""y2"": 595}"
147071,happy,0.5798,"{""x1"": 282, ""y1"": 445, ""x2"": 394, ""y2"": 781}"
147072,neutral,0.8862,"{""x1"": 634, ""y1"": 73, ""x2"": 698, ""y2"": 433}"
147073,angry,0.9453,"{""x1"": 472, ""y1"": 229, ""x2"": 532, ""y2"": 383}"
147074,neutral,0.6533,"{""x1"": 243, ""y1"": 381, ""x2"": 423, ""y2"": 731}"
147075,fear,0.7668,"{""x1"": 693, ""y1"": 427, ""x2"": 794, ""y2"": 746}"
147076,happy,0.98,"{""x1"": 578, ""y1"": 198, ""x2"": 693, ""y2"": 539}"
147077,neutral,0.9409,"{""x1"": 281, ""y1"": 150, ""x2"": 454, ""y2"": 361}"
147078,happy,0.8233,"{""x1"": 402, ""y1"": 71, ""x2"": 532, ""y2"": 272}"
147079,neutral,0.6702,"{""x1"": 441, ""y1"": 52, ""x2"": 600, ""y2"": 202}"
147080,happy,0.6503,"{""x1"": 611, ""y1"": 379, ""x2"": 722, ""y2"": 600}"
147081,neutral,0.9883,"{""x1"": 348, ""y1"": 159, ""x2"": 516, ""y2"": 347}"
147082,happy,0.5916,"{""x1"": 456, ""y1"": 361, ""x2"": 518, ""y2"": 726}"
147083,happy,0.7065,"{""x1"": 229, ""y1"": 264, ""x2"": 333, ""y2"": 421}"
147084,neutral,0.9114,"{""x1"": 120, ""y1"": 307, ""x2"": 189, ""y2"": 482}"
147085,happy,0.6311,"{""x1"": 540, ""y1"": 383, ""x2"": 622, ""y2"": 556}"
147086,neutral,0.6739,"{""x1"": 620, ""y1"": 115, ""x2"": 687, ""y2"": 353}"
147087,neutral,0.7868,"{""x1"": 760, ""y1"": 470, ""x2"": 836, ""y2"": 721}"
147088,neutral,0.8281,"{""x1"": 199, ""y1"": 459, ""x2"": 309, ""y2"": 713}"
147089,happy,0.9741,"{""x1"": 541, ""y1"": 61, ""x2"": 676, ""y2"": 400}"
147663,neutral,0.6183,"{""x1"": 172, ""y1"": 448, ""x2"": 304, ""y2"": 732}"
147664,neutral,0.8402,"{""x1"": 212, ""y1"": 51, ""x2"": 293, ""y2"": 319}"
147665,angry,0.9745,"{""x1"": 435, ""y1"": 181, ""x2"": 580, ""y2"": 542}"
147666,neutral,0.7844,"{""x1"": 366, ""y1"": 219, ""x2"": 493, ""y2"": 562}"
147667,happy,0.9686,"{""x1"": 652, ""y1"": 85, ""x2"": 718, ""y2"": 359}"
147668,happy,0.7311,"{""x1"": 341, ""y1"": 94, ""x2"": 500, ""y2"": 303}"
147669,happy,0.8645,"{""x1"": 115, ""y1"": 445, ""x2"": 220, ""y2"": 755}"
147670,happy,0.5597,"{""x1"": 650, ""y1"": 330, ""x2"": 807, ""y2"": 681}"
147671,neutral,0.9045,"{""x1"": 72, ""y1"": 107, ""x2"": 174, ""y2"": 395}"
147672,happy,0.5757,"{""x1"": 618, ""y1"": 431, ""x2"": 751, ""y2"": 591}"
147673,neutral,0.8219,"{""x1"": 649, ""y1"": 405, ""x2"": 821, ""y2"": 607}"
147674,neutral,0.7618,"{""x1"": 419, ""y1"": 401, ""x2"": 593, ""y2"": 745}"
147675,neutral,0.6384,"{""x1"": 775, ""y1"": 78, ""x2"": 850, ""y2"": 292}"
147676,neutral,0.8786,"{""x1"": 464, ""y1"": 139, ""x2"": 641, ""y2"": 452}"
147677,sad,0.7735,"{""x1"": 145, ""y1"": 416, ""x2"": 264, ""y2"": 685}"
147678,neutral,0.8291,"{""x1"": 347, ""y1"": 419, ""x2"": 514, ""y2"": 763}"
147679,neutral,0.6097,"{""x1"": 414, ""y1"": 53, ""x2"": 579, ""y2"": 250}"
147680,neutral,0.7028,"{""x1"": 457, ""y1"": 418, ""x2"": 552, ""y2"": 612}"
147681,neutral,0.9844,"{""x1"": 328, ""y1"": 233, ""x2"": 431, ""y2"": 492}"
147682,happy,0.6257,"{""x1"": 395, ""y1"": 334, ""x2"": 552, ""y2"": 642}"
147683,happy,0.7167,"{""x1"": 586, ""y1"": 149, ""x2"": 726, ""y2"": 540}"
147684,happy,0.8502,"{""x1"": 682, ""y1"": 188, ""x2"": 792, ""y2"": 496}"
147685,neutral,0.8843,"{""x1"": 187, ""y1"": 150, ""x2"": 312, ""y2"": 329}"
147686,fear,0.9501,"{""x1"": 99, ""y1"": 423, ""x2"": 182, ""y2"": 784}"
147687,happy,0.6474,"{""x1"": 323, ""y1"": 269, ""x2"": 492, ""y2"": 533}"
147688,neutral,0.6193,"{""x1"": 534, ""y1"": 304, ""x2"": 712, ""y2"": 698}"
147689,happy,0.5667,"{""x1"": 466, ""y1"": 482, ""x2"": 634, ""y2"": 792}"
147690,neutral,0.7257,"{""x1"": 686, ""y1"": 311, ""x2"": 808, ""y2"": 477}"
147691,neutral,0.8286,"{""x1"": 330, ""y1"": 354, ""x2"": 464, ""y2"": 646}"
147692,happy,0.599,"{""x1"": 567, ""y1"": 227, ""x2"": 747, ""y2"": 381}"
147693,neutral,0.9346,"{""x1"": 662, ""y1"": 281, ""x2"": 778, ""y2"": 533}"
147694,happy,0.7672,"{""x1"": 118, ""y1"": 353, ""x2"": 209, ""y2"": 562}"
147695,surprise,0.7812,"{""x1"": 638, ""y1"": 377, ""x2"": 740, ""y2"": 671}"
147696,happy,0.909,"{""x1"": 67, ""y1"": 435, ""x2"": 247, ""y2"": 793}"
147697,neutral,0.6777,"{""x1"": 738, ""y1"": 430, ""x2"": 881, ""y2"": 606}"
147698,happy,0.6422,"{""x1"": 687, ""y1"": 333, ""x2"": 755, ""y2"": 646}"
147699,happy,0.9447,"{""x1"": 295, ""y1"": 381, ""x2"": 443, ""y2"": 700}"
147700,happy,0.8852,"{""x1"": 543, ""y1"": 62, ""x2"": 707, ""y2"": 261}"
147701,neutral,0.6671,"{""x1"": 191, ""y1"": 133, ""x2"": 342, ""y2"": 288}"
147702,happy,0.837,"{""x1"": 261, ""y1"": 287, ""x2"": 324, ""y2"": 443}"
147703,neutral,0.805,"{""x1"": 60, ""y1"": 374, ""x2"": 185, ""y2"": 668}"
147704,neutral,0.6347,"{""x1"": 644, ""y1"": 304, ""x2"": 779, ""y2"": 689}"
147705,happy,0.6637,"{""x1"": 225, ""y1"": 389, ""x2"": 296, ""y2"": 737}"
147706,happy,0.8349,"{""x1"": 330, ""y1"": 123, ""x2"": 391, ""y2"": 469}"
147707,neutral,0.8726,"{""x1"": 576, ""y1"": 232, ""x2"": 742, ""y2"": 488}"
147708,neutral,0.7655,"{""x1"": 552, ""y1"": 366, ""x2"": 642, ""y2"": 726}"
147709,neutral,0.6661,"{""x1"": 368, ""y1"": 261, ""x2"": 469, ""y2"": 469}"
147710,happy,0.9587,"{""x1"": 276, ""y1"": 229, ""x2"": 403, ""y2"": 574}"
147711,angry,0.903,"{""x1"": 232, ""y1"": 465, ""x2"": 313, ""y2"": 856}"
147712,angry,0.7954,"{""x1"": 541, ""y1"": 86, ""x2"": 706, ""y2"": 484}"
147713,neutral,0.9103,"{""x1"": 393, ""y1"": 167, ""x2"": 549, ""y2"": 318}"
147714,happy,0.6723,"{""x1"": 676, ""y1"": 155, ""x2"": 740, ""y2"": 494}"
147715,angry,0.8399,"{""x1"": 670, ""y1"": 351, ""x2"": 809, ""y2"": 635}"
147716,happy,0.8203,"{""x1"": 609, ""y1"": 347, ""x2"": 675, ""y2"": 638}"
147717,neutral,0.6647,"{""x1"": 771, ""y1"": 482, ""x2"": 931, ""y2"": 729}"
147718,neutral,0.8363,"{""x1"": 657, ""y1"": 319, ""x2"": 767, ""y2"": 702}"
147719,angry,0.7272,"{""x1"": 767, ""y1"": 312, ""x2"": 923, ""y2"": 627}"
147720,neutral,0.8132,"{""x1"": 499, ""y1"": 50, ""x2"": 643, ""y2"": 443}"
147721,happy,0.5711,"{""x1"": 771, ""y1"": 309, ""x2"": 914, ""y2"": 667}"
147722,happy,0.7682,"{""x1"": 407, ""y1"": 66, ""x2"": 550, ""y2"": 245}"
147723,happy,0.8915,"{""x1"": 407, ""y1"": 102, ""x2"": 498, ""y2"": 492}"
147724,neutral,0.8069,"{""x1"": 440, ""y1"": 471, ""x2"": 530, ""y2"": 638}"
147725,neutral,0.6403,"{""x1"": 243, ""y1"": 267, ""x2"": 411, ""y2"": 452}"
147726,neutral,0.6336,"{""x1"": 550, ""y1"": 173, ""x2"": 718, ""y2"": 527}"
147727,sad,0.7734,"{""x1"": 163, ""y1"": 497, ""x2"": 327, ""y2"": 670}"
147728,sad,0.7659,"{""x1"": 602, ""y1"": 307, ""x2"": 744, ""y2"": 516}"
147729,disgust,0.6294,"{""x1"": 516, ""y1"": 87, ""x2"": 633, ""y2"": 336}"
147730,neutral,0.8758,"{""x1"": 58, ""y1"": 486, ""x2"": 200, ""y2"": 878}"
147731,happy,0.9295,"{""x1"": 114, ""y1"": 371, ""x2"": 290, ""y2"": 660}"
147732,neutral,0.6781,"{""x1"": 763, ""y1"": 334, ""x2"": 891, ""y2"": 723}"
147733,happy,0.9372,"{""x1"": 702, ""y1"": 286, ""x2"": 833, ""y2"": 626}"
147734,neutral,0.774,"{""x1"": 698, ""y1"": 376, ""x2"": 798, ""y2"": 732}"
147735,happy,0.9776,"{""x1"": 605, ""y1"": 337, ""x2"": 748, ""y2"": 674}"
147736,happy,0.9542,"{""x1"": 127, ""y1"": 68, ""x2"": 201, ""y2"": 350}"
147737,neutral,0.7327,"{""x1"": 92, ""y1"": 461, ""x2"": 208, ""y2"": 660}"
147738,angry,0.793,"{""x1"": 177, ""y1"": 215, ""x2"": 279, ""y2"": 575}"
147739,neutral,0.5754,"{""x1"": 320, ""y1"": 87, ""x2"": 468, ""y2"": 417}"
147740,happy,0.6809,"{""x1"": 372, ""y1"": 279, ""x2"": 463, ""y2"": 597}"
147741,happy,0.7452,"{""x1"": 78, ""y1"": 313, ""x2"": 166, ""y2"": 508}"
147742,neutral,0.5609,"{""x1"": 141, ""y1"": 452, ""x2"": 310, ""y2"": 849}"
147743,happy,0.7101,"{""x1"": 515, ""y1"": 244, ""x2"": 675, ""y2"": 575}"
147744,neutral,0.8158,"{""x1"": 538, ""y1"": 218, ""x2"": 662, ""y2"": 467}"
147745,surprise,0.5843,"{""x1"": 351, ""y1"": 339, ""x2"": 460, ""y2"": 538}"
147746,angry,0.7692,"{""x1"": 388, ""y1"": 53, ""x2"": 504, ""y2"": 327}"
147747,fear,0.651,"{""x1"": 602, ""y1"": 418, ""x2"": 741, ""y2"": 636}"
147748,sad,0.6721,"{""x1"": 270, ""y1"": 56, ""x2"": 355, ""y2"": 384}"
147749,neutral,0.9887,"{""x1"": 792, ""y1"": 146, ""x2"": 954, ""y2"": 433}"
147750,happy,0.7034,"{""x1"": 210, ""y1"": 106, ""x2"": 326, ""y2"": 465}"
147751,happy,0.8636,"{""x1"": 701, ""y1"": 145, ""x2"": 870, ""y2"": 393}"
147752,neutral,0.9604,"{""x1"": 412, ""y1"": 492, ""x2"": 489, ""y2"": 807}"
147753,happy,0.9485,"{""x1"": 430, ""y1"": 162, ""x2"": 504, ""y2"": 540}"
147754,sad,0.7037,"{""x1"": 424, ""y1"": 452, ""x2"": 548, ""y2"": 704}"
147755,neutral,0.9692,"{""x1"": 754, ""y1"": 194, ""x2"": 886, ""y2"": 589}"
147756,neutral,0.9402,"{""x1"": 375, ""y1"": 401, ""x2"": 532, ""y2"": 663}"
147757,neutral,0.9705,"{""x1"": 485, ""y1"": 224, ""x2"": 576, ""y2"": 420}"
147758,fear,0.7554,"{""x1"": 731, ""y1"": 85, ""x2"": 810, ""y2"": 442}"
147759,neutral,0.6038,"{""x1"": 105, ""y1"": 449, ""x2"": 165, ""y2"": 639}"
147760,neutral,0.9254,"{""x1"": 716, ""y1"": 300, ""x2"": 821, ""y2"": 568}"
147761,happy,0.9105,"{""x1"": 291, ""y1"": 493, ""x2"": 392, ""y2"": 888}"
147762,neutral,0.7387,"{""x1"": 504, ""y1"": 93, ""x2"": 597, ""y2"": 413}"
147763,happy,0.9659,"{""x1"": 734, ""y1"": 73, ""x2"": 811, ""y2"": 352}"
147764,neutral,0.9535,"{""x1"": 424, ""y1"": 105, ""x2"": 585, ""y2"": 350}"
147765,happy,0.7863,"{""x1"": 640, ""y1"": 342, ""x2"": 757, ""y2"": 536}"
147766,surprise,0.7778,"{""x1"": 345, ""y1"": 262, ""x2"": 489, ""y2"": 450}"
147767,happy,0.5709,"{""x1"": 764, ""y1"": 238, ""x2"": 916, ""y2"": 493}"
147768,sad,0.6758,"{""x1"": 480, ""y1"": 451, ""x2"": 604, ""y2"": 634}"
147769,happy,0.9128,"{""x1"": 639, ""y1"": 446, ""x2"": 750, ""y2"": 670}"
147770,neutral,0.8488,"{""x1"": 727, ""y1"": 454, ""x2"": 844, ""y2"": 811}"
147771,neutral,0.7295,"{""x1"": 662, ""y1"": 138, ""x2"": 824, ""y2"": 436}"
147772,neutral,0.9314,"{""x1"": 765, ""y1"": 279, ""x2"": 906, ""y2"": 590}"
147773,neutral,0.6015,"{""x1"": 510, ""y1"": 198, ""x2"": 596, ""y2"": 453}"
147774,neutral,0.6034,"{""x1"": 495, ""y1"": 69, ""x2"": 625, ""y2"": 224}"
147775,happy,0.6786,"{""x1"": 740, ""y1"": 352, ""x2"": 817, ""y2"": 528}"
147776,neutral,0.5902,"{""x1"": 397, ""y1"": 457, ""x2"": 466, ""y2"": 644}"
147777,neutral,0.7382,"{""x1"": 584, ""y1"": 193, ""x2"": 709, ""y2"": 463}"
147778,happy,0.8994,"{""x1"": 757, ""y1"": 179, ""x2"": 924, ""y2"": 473}"
147779,happy,0.8049,"{""x1"": 122, ""y1"": 294, ""x2"": 258, ""y2"": 693}"
147780,neutral,0.8904,"{""x1"": 176, ""y1"": 435, ""x2"": 294, ""y2"": 701}"
147781,neutral,0.8096,"{""x1"": 717, ""y1"": 171, ""x2"": 866, ""y2"": 518}"
147782,sad,0.885,"{""x1"": 260, ""y1"": 417, ""x2"": 422, ""y2"": 723}"
147783,neutral,0.7009,"{""x1"": 166, ""y1"": 183, ""x2"": 266, ""y2"": 395}"
147784,neutral,0.9093,"{""x1"": 107, ""y1"": 463, ""x2"": 282, ""y2"": 861}"
147785,happy,0.9731,"{""x1"": 439, ""y1"": 230, ""x2"": 575, ""y2"": 440}"
147786,neutral,0.5679,"{""x1"": 505, ""y1"": 496, ""x2"": 672, ""y2"": 767}"
147787,surprise,0.9434,"{""x1"": 701, ""y1"": 260, ""x2"": 766, ""y2"": 602}"
147788,happy,0.674,"{""x1"": 520, ""y1"": 481, ""x2"": 686, ""y2"": 667}"
147789,surprise,0.658,"{""x1"": 198, ""y1"": 199, ""x2"": 328, ""y2"": 556}"
148464,neutral,0.6363,"{""x1"": 364, ""y1"": 258, ""x2"": 435, ""y2"": 645}"
148465,neutral,0.5921,"{""x1"": 613, ""y1"": 148, ""x2"": 676, ""y2"": 337}"
148466,neutral,0.9584,"{""x1"": 686, ""y1"": 110, ""x2"": 759, ""y2"": 493}"
148467,neutral,0.737,"{""x1"": 645, ""y1"": 390, ""x2"": 738, ""y2"": 584}"
148468,happy,0.6011,"{""x1"": 416, ""y1"": 268, ""x2"": 490, ""y2"": 477}"
148469,neutral,0.7971,"{""x1"": 204, ""y1"": 95, ""x2"": 342, ""y2"": 251}"
148470,neutral,0.9867,"{""x1"": 399, ""y1"": 189, ""x2"": 495, ""y2"": 515}"
148471,sad,0.701,"{""x1"": 405, ""y1"": 462, ""x2"": 518, ""y2"": 666}"
148472,disgust,0.6585,"{""x1"": 87, ""y1"": 371, ""x2"": 244, ""y2"": 521}"
148473,sad,0.7859,"{""x1"": 648, ""y1"": 467, ""x2"": 826, ""y2"": 792}"
148474,neutral,0.7146,"{""x1"": 778, ""y1"": 455, ""x2"": 870, ""y2"": 801}"
148475,neutral,0.8868,"{""x1"": 315, ""y1"": 283, ""x2"": 471, ""y2"": 480}"
148476,disgust,0.7854,"{""x1"": 601, ""y1"": 182, ""x2"": 675, ""y2"": 495}"
148477,neutral,0.6855,"{""x1"": 432, ""y1"": 316, ""x2"": 547, ""y2"": 608}"
148478,happy,0.6243,"{""x1"": 625, ""y1"": 248, ""x2"": 786, ""y2"": 584}"
148479,happy,0.7771,"{""x1"": 281, ""y1"": 419, ""x2"": 441, ""y2"": 719}"
148480,neutral,0.8095,"{""x1"": 358, ""y1"": 452, ""x2"": 432, ""y2"": 615}"
148481,neutral,0.9201,"{""x1"": 185, ""y1"": 94, ""x2"": 296, ""y2"": 486}"
148482,neutral,0.7696,"{""x1"": 575, ""y1"": 270, ""x2"": 716, ""y2"": 544}"
148483,neutral,0.658,"{""x1"": 787, ""y1"": 124, ""x2"": 957, ""y2"": 414}"
148484,neutral,0.8639,"{""x1"": 515, ""y1"": 334, ""x2"": 633, ""y2"": 636}"
148485,neutral,0.7666,"{""x1"": 231, ""y1"": 63, ""x2"": 343, ""y2"": 293}"
148486,disgust,0.95,"{""x1"": 241, ""y1"": 207, ""x2"": 382, ""y2"": 417}"
148487,neutral,0.6452,"{""x1"": 309, ""y1"": 484, ""x2"": 389, ""y2"": 859}"
148488,angry,0.7138,"{""x1"": 221, ""y1"": 342, ""x2"": 285, ""y2"": 543}"
148489,disgust,0.678,"{""x1"": 314, ""y1"": 482, ""x2"": 448, ""y2"": 793}"
148490,neutral,0.9589,"{""x1"": 83, ""y1"": 406, ""x2"": 209, ""y2"": 626}"
148491,sad,0.7117,"{""x1"": 274, ""y1"": 81, ""x2"": 443, ""y2"": 271}"
148492,neutral,0.9097,"{""x1"": 657, ""y1"": 363, ""x2"": 728, ""y2"": 655}"
148493,neutral,0.6823,"{""x1"": 637, ""y1"": 412, ""x2"": 764, ""y2"": 590}"
148494,neutral,0.5745,"{""x1"": 161, ""y1"": 229, ""x2"": 295, ""y2"": 592}"
148495,neutral,0.7917,"{""x1"": 204, ""y1"": 162, ""x2"": 338, ""y2"": 420}"
148496,disgust,0.6391,"{""x1"": 126, ""y1"": 488, ""x2"": 268, ""y2"": 808}"
148497,happy,0.8563,"{""x1"": 662, ""y1"": 411, ""x2"": 830, ""y2"": 633}"
148498,neutral,0.5711,"{""x1"": 249, ""y1"": 256, ""x2"": 318, ""y2"": 532}"
148499,neutral,0.9408,"{""x1"": 214, ""y1"": 230, ""x2"": 300, ""y2"": 493}"
148500,neutral,0.8361,"{""x1"": 644, ""y1"": 164, ""x2"": 818, ""y2"": 520}"
148501,happy,0.728,"{""x1"": 785, ""y1"": 327, ""x2"": 950, ""y2"": 492}"
148502,neutral,0.5807,"{""x1"": 187, ""y1"": 138, ""x2"": 312, ""y2"": 354}"
148503,happy,0.8743,"{""x1"": 163, ""y1"": 253, ""x2"": 332, ""y2"": 414}"
148504,neutral,0.8159,"{""x1"": 574, ""y1"": 141, ""x2"": 691, ""y2"": 375}"
148505,neutral,0.7348,"{""x1"": 205, ""y1"": 99, ""x2"": 362, ""y2"": 338}"
148506,neutral,0.883,"{""x1"": 370, ""y1"": 175, ""x2"": 546, ""y2"": 529}"
148507,fear,0.8145,"{""x1"": 138, ""y1"": 484, ""x2"": 219, ""y2"": 767}"
148508,neutral,0.644,"{""x1"": 336, ""y1"": 237, ""x2"": 415, ""y2"": 582}"
148509,angry,0.5564,"{""x1"": 547, ""y1"": 251, ""x2"": 705, ""y2"": 465}"
148510,sad,0.7111,"{""x1"": 222, ""y1"": 170, ""x2"": 401, ""y2"": 346}"
148511,neutral,0.6545,"{""x1"": 500, ""y1"": 333, ""x2"": 638, ""y2"": 514}"
148512,happy,0.5687,"{""x1"": 384, ""y1"": 221, ""x2"": 532, ""y2"": 446}"
148513,neutral,0.7122,"{""x1"": 433, ""y1"": 372, ""x2"": 508, ""y2"": 772}"
148514,neutral,0.6782,"{""x1"": 699, ""y1"": 452, ""x2"": 802, ""y2"": 838}"
148515,happy,0.5985,"{""x1"": 594, ""y1"": 399, ""x2"": 727, ""y2"": 762}"
148516,neutral,0.7666,"{""x1"": 313, ""y1"": 278, ""x2"": 441, ""y2"": 666}"
148517,angry,0.8943,"{""x1"": 648, ""y1"": 408, ""x2"": 788, ""y2"": 626}"
148518,angry,0.8474,"{""x1"": 225, ""y1"": 426, ""x2"": 402, ""y2"": 624}"
148519,happy,0.8523,"{""x1"": 50, ""y1"": 129, ""x2"": 165, ""y2"": 473}"
148520,neutral,0.9587,"{""x1"": 685, ""y1"": 214, ""x2"": 864, ""y2"": 397}"
148521,angry,0.608,"{""x1"": 502, ""y1"": 301, ""x2"": 605, ""y2"": 624}"
148522,surprise,0.8413,"{""x1"": 440, ""y1"": 385, ""x2"": 501, ""y2"": 641}"
148523,neutral,0.8032,"{""x1"": 265, ""y1"": 124, ""x2"": 416, ""y2"": 317}"
148524,fear,0.7838,"{""x1"": 115, ""y1"": 381, ""x2"": 232, ""y2"": 547}"
148525,sad,0.6114,"{""x1"": 666, ""y1"": 105, ""x2"": 776, ""y2"": 418}"
148526,neutral,0.6762,"{""x1"": 404, ""y1"": 306, ""x2"": 493, ""y2"": 675}"
148527,neutral,0.5919,"{""x1"": 530, ""y1"": 183, ""x2"": 636, ""y2"": 423}"
148528,neutral,0.8207,"{""x1"": 149, ""y1"": 197, ""x2"": 254, ""y2"": 525}"
148529,neutral,0.6251,"{""x1"": 559, ""y1"": 319, ""x2"": 667, ""y2"": 663}"
148530,angry,0.7249,"{""x1"": 144, ""y1"": 147, ""x2"": 305, ""y2"": 527}"
148531,neutral,0.8696,"{""x1"": 776, ""y1"": 113, ""x2"": 938, ""y2"": 466}"
148532,happy,0.9265,"{""x1"": 184, ""y1"": 403, ""x2"": 274, ""y2"": 798}"
148533,neutral,0.7108,"{""x1"": 136, ""y1"": 223, ""x2"": 276, ""y2"": 481}"
148534,happy,0.593,"{""x1"": 680, ""y1"": 341, ""x2"": 783, ""y2"": 591}"
148535,angry,0.6585,"{""x1"": 657, ""y1"": 321, ""x2"": 732, ""y2"": 557}"
